InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
566562,22086,paper chain kit 50's christmas,6,2011-09-13 12:18:00,2.95,17365.0,United Kingdom,17.700000000000003
559660,21868,potting shed tea mug,72,2011-07-11 13:19:00,1.06,16701.0,United Kingdom,76.32000000000001
538660,21189,white honeycomb paper garland,4,2010-12-13 15:37:00,1.65,15808.0,United Kingdom,6.6
571046,22608,pens assorted funky jeweled,36,2011-10-13 13:35:00,0.19,18096.0,United Kingdom,6.84
577492,70007,hi tec alpine hand warmer,30,2011-11-20 12:13:00,0.79,16900.0,United Kingdom,23.700000000000003
543002,16156S,wrap pink fairy cakes,25,2011-02-02 12:36:00,0.42,13491.0,United Kingdom,10.5
556529,21558,skull lunch box with cutlery,6,2011-06-13 11:41:00,2.55,12714.0,France,15.299999999999999
579676,22285,hanging hen on nest decoration,12,2011-11-30 13:13:00,1.65,17502.0,United Kingdom,19.799999999999997
540239,21915,red  harmonica in box,12,2011-01-05 14:48:00,1.25,12682.0,France,15.0
545290,21901,"key fob , back door",4,2011-03-01 12:01:00,0.65,14688.0,United Kingdom,2.6
574826,20758,abstract circles pocket book,3,2011-11-07 10:58:00,0.85,15870.0,United Kingdom,2.55
565248,23332,ivory wicker heart large,2,2011-09-02 10:34:00,1.65,15860.0,United Kingdom,3.3
581166,22150,3 stripey mice feltcraft,1,2011-12-07 14:43:00,1.95,15525.0,United Kingdom,1.95
540288,21793,classic french style basket brown,1,2011-01-06 12:45:00,6.75,17634.0,United Kingdom,6.75
541682,22815,card psychedelic apples,12,2011-01-20 15:00:00,0.42,14770.0,United Kingdom,5.04
537772,22080,ribbon reel polkadots,5,2010-12-08 12:35:00,1.65,18043.0,United Kingdom,8.25
552302,22488,natural slate rectangle chalkboard,12,2011-05-08 14:59:00,1.65,14606.0,United Kingdom,19.799999999999997
552108,21756,bath building block word,1,2011-05-06 11:36:00,5.95,17841.0,United Kingdom,5.95
536370,22492,mini paint set vintage,36,2010-12-01 08:45:00,0.65,12583.0,France,23.400000000000002
544040,22840,round cake tin vintage red,1,2011-02-15 11:40:00,7.95,14701.0,United Kingdom,7.95
570807,23529,wall art dolly girl,6,2011-10-12 12:44:00,3.75,13704.0,United Kingdom,22.5
569325,22603,christmas retrospot tree wood,9,2011-10-03 12:41:00,0.85,16774.0,United Kingdom,7.6499999999999995
573143,20725,lunch bag red retrospot,20,2011-10-27 17:56:00,1.65,13098.0,United Kingdom,33.0
562366,21876,pottering mug,12,2011-08-04 14:01:00,1.25,17692.0,United Kingdom,15.0
548715,85178,victorian sewing kit,6,2011-04-03 15:22:00,1.25,17758.0,United Kingdom,7.5
575034,23345,dolly girl beaker,1,2011-11-08 11:38:00,1.25,15573.0,United Kingdom,1.25
550304,22326,round snack boxes set of4 woodland,6,2011-04-17 10:27:00,2.95,14092.0,United Kingdom,17.700000000000003
558540,22485,set of 2 wooden market crates,3,2011-06-30 12:15:00,12.75,17706.0,United Kingdom,38.25
546117,21292,small stripes chocolate gift bag,16,2011-03-09 13:56:00,0.85,16771.0,United Kingdom,13.6
540373,21080,set/20 red retrospot paper napkins,4,2011-01-06 17:10:00,0.85,13280.0,United Kingdom,3.4
549982,22740,polkadot pen,48,2011-04-13 15:52:00,0.85,17091.0,United Kingdom,40.8
578114,23373,vintage christmas paper gift bag,10,2011-11-23 09:41:00,0.82,16185.0,United Kingdom,8.2
574269,21810,christmas hanging star with bell,48,2011-11-03 14:27:00,0.39,15570.0,United Kingdom,18.72
557431,23245,set of 3 regency cake tins,4,2011-06-20 12:37:00,4.95,18260.0,United Kingdom,19.8
572726,23355,hot water bottle keep calm,1,2011-10-25 15:19:00,4.95,16056.0,United Kingdom,4.95
574657,20981,12 pencils tall tube woodland,1,2011-11-06 11:43:00,0.85,13772.0,United Kingdom,0.85
545995,22207,frying pan union flag,2,2011-03-08 13:54:00,4.25,15023.0,United Kingdom,8.5
576447,23508,mini playing cards dolly girl,40,2011-11-15 11:30:00,0.42,13949.0,United Kingdom,16.8
578675,23233,wrap poppies  design,25,2011-11-24 18:13:00,0.42,14756.0,United Kingdom,10.5
563377,22507,memo board retrospot  design,4,2011-08-16 10:44:00,4.95,15002.0,United Kingdom,19.8
564666,21481,fawn blue hot water bottle,6,2011-08-26 14:51:00,2.95,12492.0,Germany,17.700000000000003
558620,85099B,jumbo bag red retrospot,1,2011-06-30 16:39:00,2.08,15584.0,United Kingdom,2.08
571281,85014B,red retrospot umbrella,24,2011-10-16 13:23:00,4.95,14088.0,United Kingdom,118.80000000000001
575337,23439,hand warmer red love heart,1,2011-11-09 14:11:00,2.1,17867.0,United Kingdom,2.1
561359,23231,wrap doiley design,25,2011-07-26 15:29:00,0.42,17160.0,United Kingdom,10.5
558751,22851,set 20 napkins fairy cakes design,1,2011-07-03 11:26:00,0.85,16009.0,United Kingdom,0.85
574737,22555,plasters in tin strongman,12,2011-11-06 15:53:00,1.65,14868.0,United Kingdom,19.799999999999997
545725,22776,sweetheart cakestand 3 tier,5,2011-03-07 11:32:00,9.95,16621.0,United Kingdom,49.75
540526,22196,small heart measuring spoons,1,2011-01-09 13:41:00,0.85,14606.0,United Kingdom,0.85
546914,22138,baking set 9 piece retrospot,6,2011-03-18 08:12:00,4.95,13072.0,United Kingdom,29.700000000000003
565664,84380,set of 3 butterfly cookie cutters,4,2011-09-05 17:36:00,1.45,13211.0,United Kingdom,5.8
568558,22197,popcorn holder,16,2011-09-27 16:28:00,0.85,16354.0,United Kingdom,13.6
551301,21730,glass star frosted t-light holder,6,2011-04-27 14:49:00,4.95,17675.0,United Kingdom,29.700000000000003
569008,23340,vintage christmas cake frill,12,2011-09-29 18:53:00,1.65,15114.0,United Kingdom,19.799999999999997
578550,23203,jumbo bag vintage doily,10,2011-11-24 15:03:00,2.08,12720.0,Germany,20.8
557217,21124,set/10 blue polkadot party candles,48,2011-06-17 12:30:00,1.25,17426.0,United Kingdom,60.0
538182,22469,heart of wicker small,6,2010-12-10 10:18:00,1.65,17827.0,United Kingdom,9.899999999999999
574680,20725,lunch bag red retrospot,10,2011-11-06 12:40:00,1.65,15078.0,United Kingdom,16.5
556954,20749,assorted colour mini cases,2,2011-06-16 08:38:00,7.95,15585.0,United Kingdom,15.9
571824,23494,vintage doily deluxe sewing kit,3,2011-10-19 11:49:00,5.95,12472.0,Germany,17.85
572617,23295,set of 12 mini loaf baking cases,8,2011-10-25 11:52:00,0.83,18272.0,United Kingdom,6.64
553870,22800,antique tall swirlglass trinket pot,4,2011-05-19 14:29:00,3.75,17980.0,United Kingdom,15.0
578811,22636,childs breakfast set circus parade,8,2011-11-25 13:28:00,7.65,12438.0,Norway,61.2
579132,22186,red star card holder,4,2011-11-28 12:35:00,1.95,15022.0,United Kingdom,7.8
560998,23110,parisienne key cabinet,2,2011-07-22 14:07:00,5.75,14243.0,United Kingdom,11.5
565971,22355,charlotte bag suki design,6,2011-09-08 11:27:00,0.85,13571.0,United Kingdom,5.1
547358,22300,coffee mug dog + ball design,4,2011-03-22 12:25:00,2.55,15998.0,United Kingdom,10.2
537044,22947,wooden advent calendar red,2,2010-12-05 10:52:00,16.95,18055.0,United Kingdom,33.9
555406,22499,wooden union jack bunting,1,2011-06-02 19:50:00,5.95,17231.0,United Kingdom,5.95
580665,23203,jumbo bag vintage doily,200,2011-12-05 14:06:00,1.79,16684.0,United Kingdom,358.0
546250,21983,pack of 12 blue paisley tissues,24,2011-03-10 14:14:00,0.29,14350.0,United Kingdom,6.959999999999999
581334,22593,christmas gingham star,3,2011-12-08 12:07:00,0.85,17841.0,United Kingdom,2.55
553036,21791,vintage heads and tails card game,24,2011-05-13 08:09:00,1.25,15129.0,United Kingdom,30.0
547938,21849,silver diamante pen in gift box,3,2011-03-28 14:33:00,4.95,13901.0,United Kingdom,14.850000000000001
559509,21714,citronella candle garden pot,1,2011-07-08 15:25:00,1.25,15920.0,United Kingdom,1.25
575091,23209,lunch bag vintage doily,10,2011-11-08 14:05:00,1.65,17160.0,United Kingdom,16.5
541244,22117,metal sign her dinner is served,1,2011-01-16 12:35:00,2.95,15535.0,United Kingdom,2.95
575884,23084,rabbit night light,6,2011-11-11 13:46:00,2.08,12685.0,France,12.48
569692,22596,christmas star wish list chalkboard,12,2011-10-05 15:17:00,1.25,14389.0,United Kingdom,15.0
569893,23255,childrens cutlery circus parade,4,2011-10-06 15:51:00,4.15,12627.0,Germany,16.6
578041,22784,lantern cream gazebo,1,2011-11-22 14:23:00,4.95,17338.0,United Kingdom,4.95
543370,22845,vintage cream cat food container,2,2011-02-07 14:51:00,6.35,12359.0,Cyprus,12.7
570492,22178,victorian glass hanging t-light,12,2011-10-11 08:23:00,1.95,14194.0,United Kingdom,23.4
570230,23294,set of 6 snack loaf baking cases,1,2011-10-09 13:41:00,0.83,18088.0,United Kingdom,0.83
553129,22662,lunch bag dolly girl design,1,2011-05-13 12:34:00,1.65,17765.0,United Kingdom,1.65
562931,21974,set of 36 paisley flower doilies,1,2011-08-10 16:19:00,1.45,14030.0,United Kingdom,1.45
536673,21014,swiss chalet tree decoration,60,2010-12-02 12:11:00,0.85,14060.0,United Kingdom,51.0
566788,85048,15cm christmas glass ball 20 lights,24,2011-09-15 10:31:00,6.95,14306.0,United Kingdom,166.8
547568,22199,frying pan red retrospot,4,2011-03-24 09:50:00,4.25,13341.0,United Kingdom,17.0
556671,22227,hanging heart mirror decoration,1,2011-06-13 16:33:00,0.65,17841.0,United Kingdom,0.65
565491,22580,advent calendar gingham sack,48,2011-09-05 11:41:00,4.95,13881.0,United Kingdom,237.60000000000002
550313,22037,robot birthday card,12,2011-04-17 11:21:00,0.42,12681.0,France,5.04
581404,23399,home sweet home hanging heart,6,2011-12-08 13:47:00,0.85,13680.0,United Kingdom,5.1
549021,82486,wood s/3 cabinet ant white finish,2,2011-04-05 16:13:00,8.95,13468.0,United Kingdom,17.9
570026,21253,set of picture frame  stickers,12,2011-10-07 10:37:00,2.95,12781.0,Czech Republic,35.400000000000006
576172,23397,foot stool home sweet home,12,2011-11-14 11:00:00,8.15,15482.0,United Kingdom,97.80000000000001
576686,84596B,small dolly mix design orange bowl,8,2011-11-16 12:08:00,0.42,16916.0,United Kingdom,3.36
547698,22423,regency cakestand 3 tier,4,2011-03-24 16:30:00,12.75,15304.0,United Kingdom,51.0
561079,22818,card christmas village,24,2011-07-24 16:12:00,0.42,13956.0,United Kingdom,10.08
551774,85173,set/6 frog prince t-light candles,1,2011-05-04 11:12:00,2.55,14606.0,United Kingdom,2.55
564168,21901,"key fob , back door",2,2011-08-23 13:51:00,0.65,16794.0,United Kingdom,1.3
570672,22318,five heart hanging decoration,6,2011-10-11 14:52:00,2.95,12536.0,France,17.700000000000003
562432,22185,slate tile natural hanging,12,2011-08-04 17:38:00,1.65,14004.0,United Kingdom,19.799999999999997
553165,90035C,"pearl & shell 42""neckl. ivory",2,2011-05-13 16:12:00,10.75,13623.0,United Kingdom,21.5
548983,22360,glass jar english confectionery,1,2011-04-05 12:30:00,2.95,16906.0,United Kingdom,2.95
538518,22575,metal merry christmas wreath,3,2010-12-12 16:14:00,1.95,14505.0,United Kingdom,5.85
544450,22519,childs garden brush pink,3,2011-02-20 12:23:00,2.1,17811.0,United Kingdom,6.300000000000001
570293,21558,skull lunch box with cutlery,6,2011-10-10 12:00:00,2.55,14128.0,United Kingdom,15.299999999999999
552824,22841,round cake tin vintage green,1,2011-05-11 13:16:00,7.95,14056.0,United Kingdom,7.95
562377,22328,round snack boxes set of 4 fruits,3,2011-08-04 15:04:00,2.95,14535.0,United Kingdom,8.850000000000001
571676,22600,christmas retrospot star wood,2,2011-10-18 13:29:00,0.85,16910.0,United Kingdom,1.7
546658,22723,set of 6 herb tins sketchbook,4,2011-03-15 14:21:00,3.95,15150.0,United Kingdom,15.8
570964,23354,6 gift tags 50's christmas,24,2011-10-13 11:50:00,0.83,12766.0,Portugal,19.919999999999998
551301,22191,ivory diner wall clock,4,2011-04-27 14:49:00,8.5,17675.0,United Kingdom,34.0
580188,21914,blue harmonica in box,1,2011-12-02 12:02:00,1.25,16440.0,United Kingdom,1.25
542629,22139,retrospot tea set ceramic 11 pc,12,2011-01-31 09:57:00,4.95,12731.0,France,59.400000000000006
570288,22548,heads and tails sporting fun,2,2011-10-10 11:47:00,1.25,16960.0,United Kingdom,2.5
552816,21156,retrospot childrens apron,1,2011-05-11 12:47:00,1.95,15521.0,United Kingdom,1.95
540247,22081,ribbon reel flora + fauna,1,2011-01-05 15:56:00,1.65,15464.0,United Kingdom,1.65
565432,22411,jumbo shopper vintage red paisley,1,2011-09-04 13:16:00,2.08,16241.0,United Kingdom,2.08
559068,20727,lunch bag  black skull.,1,2011-07-06 10:41:00,1.65,17841.0,United Kingdom,1.65
571697,22045,spaceboy gift wrap,25,2011-10-18 14:49:00,0.42,12759.0,Netherlands,10.5
540859,22956,36 foil heart cake cases,5,2011-01-12 10:58:00,2.1,17965.0,United Kingdom,10.5
542107,21169,you're confusing me metal sign,1,2011-01-25 13:38:00,1.69,16222.0,United Kingdom,1.69
579885,23567,egg cup henrietta hen pink,12,2011-11-30 17:37:00,1.25,15444.0,United Kingdom,15.0
559774,22617,baking set spaceboy design,1,2011-07-12 11:37:00,4.95,18122.0,United Kingdom,4.95
579497,23498,classic bicycle clips,2,2011-11-29 15:39:00,1.45,14349.0,United Kingdom,2.9
536401,21122,set/10 pink polkadot party candles,1,2010-12-01 11:21:00,1.25,15862.0,United Kingdom,1.25
556578,22382,lunch bag spaceboy design,10,2011-06-13 14:13:00,1.65,12472.0,Germany,16.5
579196,22963,jam jar with green lid,2,2011-11-28 15:54:00,1.63,14096.0,United Kingdom,3.26
544913,22131,food container set 3 love heart,1,2011-02-24 15:26:00,1.95,15543.0,United Kingdom,1.95
551421,21773,decorative rose bathroom bottle,1,2011-04-28 14:04:00,1.25,14077.0,United Kingdom,1.25
566669,22866,hand warmer scotty dog design,12,2011-09-14 11:36:00,2.1,18065.0,United Kingdom,25.200000000000003
541849,22750,feltcraft princess lola doll,1,2011-01-23 13:34:00,3.75,13230.0,United Kingdom,3.75
545288,21380,wooden happy birthday garland,3,2011-03-01 11:48:00,2.95,15311.0,United Kingdom,8.850000000000001
571566,23350,roll wrap vintage spot,12,2011-10-18 10:19:00,1.25,13594.0,United Kingdom,15.0
569866,20761,blue paisley sketchbook,2,2011-10-06 14:50:00,3.75,12757.0,Portugal,7.5
570197,82613D,metal sign cupcake single hook,1,2011-10-07 15:45:00,1.25,13755.0,United Kingdom,1.25
550328,22207,frying pan union flag,1,2011-04-17 13:18:00,4.25,17582.0,United Kingdom,4.25
556042,22625,red kitchen scales,1,2011-06-08 12:44:00,8.5,14367.0,United Kingdom,8.5
573576,21892,traditional wooden catch cup game,8,2011-10-31 14:09:00,2.46,14096.0,United Kingdom,19.68
552442,22084,paper chain kit empire,4,2011-05-09 13:03:00,2.95,14667.0,United Kingdom,11.8
569110,22192,blue diner wall clock,2,2011-09-30 12:44:00,8.5,17675.0,United Kingdom,17.0
569904,22722,set of 6 spice tins pantry design,4,2011-10-06 16:27:00,3.95,13023.0,United Kingdom,15.8
569252,23111,parisienne sewing box,1,2011-10-03 10:38:00,12.5,14333.0,United Kingdom,12.5
551385,22917,herb marker rosemary,6,2011-04-28 11:38:00,0.65,16814.0,United Kingdom,3.9000000000000004
536874,22406,money box kings choice design,1,2010-12-03 11:35:00,1.25,16891.0,United Kingdom,1.25
568833,22696,wicker wreath large,9,2011-09-29 11:39:00,1.95,17348.0,United Kingdom,17.55
570024,21135,victorian  metal postcard spring,16,2011-10-07 10:29:00,1.69,17975.0,United Kingdom,27.04
569469,23327,hanging clear mini bottle,6,2011-10-04 12:22:00,0.63,16360.0,United Kingdom,3.7800000000000002
555124,22892,set of salt and pepper toadstools,6,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,7.5
567979,21671,red spot ceramic drawer knob,12,2011-09-23 10:44:00,1.45,14215.0,United Kingdom,17.4
554656,21754,home building block word,6,2011-05-25 13:36:00,5.95,17663.0,United Kingdom,35.7
562939,23077,doughnut lip gloss,20,2011-08-11 08:37:00,1.25,15498.0,United Kingdom,25.0
556529,21931,jumbo storage bag suki,10,2011-06-13 11:41:00,2.08,12714.0,France,20.8
579408,23217,laurel heart antique silver,9,2011-11-29 12:34:00,1.25,14701.0,United Kingdom,11.25
544459,85136A,yellow shark helicopter,1,2011-02-20 13:52:00,7.95,17838.0,United Kingdom,7.95
540994,20676,red retrospot bowl,8,2011-01-13 09:29:00,1.25,13089.0,United Kingdom,10.0
573122,84991,60 teatime fairy cake cases,6,2011-10-27 16:23:00,0.55,14357.0,United Kingdom,3.3000000000000003
559168,21528,dairy maid traditional teapot,1,2011-07-06 17:05:00,6.95,13263.0,United Kingdom,6.95
547498,84596B,small dolly mix design orange bowl,1,2011-03-23 12:24:00,0.42,15021.0,United Kingdom,0.42
574477,22252,birdcage decoration tealight holder,1,2011-11-04 12:21:00,1.25,15453.0,United Kingdom,1.25
568301,23301,gardeners kneeling pad keep calm,2,2011-09-26 12:45:00,1.65,16383.0,United Kingdom,3.3
569728,84945,multi colour silver t-light holder,24,2011-10-06 09:38:00,0.85,15416.0,United Kingdom,20.4
538799,22645,ceramic heart fairy cake money bank,1,2010-12-14 11:48:00,1.45,15039.0,United Kingdom,1.45
556792,21689,silver vanilla  flower candle pot,10,2011-06-14 13:52:00,3.75,17043.0,United Kingdom,37.5
562370,22897,oven mitt apples design,10,2011-08-04 14:20:00,1.45,12626.0,Germany,14.5
563360,22690,doormat home sweet home blue,2,2011-08-15 15:06:00,7.95,15023.0,United Kingdom,15.9
578041,21770,open closed metal sign,4,2011-11-22 14:23:00,4.95,17338.0,United Kingdom,19.8
557308,22672,french bathroom sign blue metal,2,2011-06-19 15:13:00,1.65,16744.0,United Kingdom,3.3
554368,23168,classic cafe sugar dispenser,12,2011-05-24 10:33:00,1.25,13267.0,United Kingdom,15.0
537141,22733,3d traditional christmas stickers,5,2010-12-05 12:57:00,1.25,15570.0,United Kingdom,6.25
541610,84880,white wire egg holder,17,2011-01-20 10:18:00,4.95,16029.0,United Kingdom,84.15
578846,22130,party cone christmas decoration,36,2011-11-25 17:27:00,0.85,17757.0,United Kingdom,30.599999999999998
551342,22432,watering can pink bunny,6,2011-04-28 08:34:00,1.95,16099.0,United Kingdom,11.7
572668,23198,pantry magnetic  shopping list,1,2011-10-25 13:07:00,1.45,18045.0,United Kingdom,1.45
553702,21172,party metal sign,2,2011-05-18 14:50:00,1.45,13263.0,United Kingdom,2.9
566233,23247,biscuit tin 50's christmas,6,2011-09-11 11:04:00,2.89,12635.0,Germany,17.34
572881,72803A,rose scent candle jewelled drawer,408,2011-10-26 13:36:00,0.5,12748.0,United Kingdom,204.0
566539,23355,hot water bottle keep calm,2,2011-09-13 11:34:00,4.95,17228.0,United Kingdom,9.9
544795,16161U,wrap suki and friends,25,2011-02-23 13:21:00,0.42,15858.0,United Kingdom,10.5
568311,23069,edwardian photo frame,3,2011-09-26 12:53:00,6.25,17287.0,United Kingdom,18.75
547895,22518,childs garden brush blue,1,2011-03-28 10:52:00,2.1,18118.0,United Kingdom,2.1
573094,22728,alarm clock bakelike pink,1,2011-10-27 14:39:00,3.75,15707.0,United Kingdom,3.75
548014,21430,set/3 red gingham rose storage box,4,2011-03-29 11:29:00,3.75,17719.0,United Kingdom,15.0
560732,22902,tote bag i love london,6,2011-07-20 14:55:00,2.1,14056.0,United Kingdom,12.600000000000001
560545,22553,plasters in tin skulls,12,2011-07-19 12:38:00,1.65,12569.0,Germany,19.799999999999997
549735,22105,mirror mosaic goblet candle holder,4,2011-04-12 08:42:00,4.25,13824.0,United Kingdom,17.0
571837,23506,mini playing cards spaceboy,8,2011-10-19 12:11:00,0.42,16470.0,United Kingdom,3.36
565326,84596B,small dolly mix design orange bowl,1,2011-09-02 13:41:00,0.42,16706.0,United Kingdom,0.42
557289,22488,natural slate rectangle chalkboard,4,2011-06-19 12:58:00,1.65,16880.0,United Kingdom,6.6
564740,20726,lunch bag woodland,1,2011-08-28 14:39:00,1.65,14044.0,United Kingdom,1.65
549944,21912,vintage snakes & ladders,4,2011-04-13 12:23:00,3.75,14262.0,United Kingdom,15.0
580639,22150,3 stripey mice feltcraft,1,2011-12-05 12:46:00,1.95,17254.0,United Kingdom,1.95
538722,22119,peace wooden block letters,2,2010-12-14 11:12:00,6.95,17975.0,United Kingdom,13.9
549982,47566,party bunting,4,2011-04-13 15:52:00,4.95,17091.0,United Kingdom,19.8
574034,22941,christmas lights 10 reindeer,1,2011-11-02 12:45:00,8.5,17841.0,United Kingdom,8.5
545869,21181,please one person metal sign,12,2011-03-07 14:45:00,2.1,17162.0,United Kingdom,25.200000000000003
564650,22630,dolly girl lunch box,448,2011-08-26 14:17:00,1.65,14646.0,Netherlands,739.1999999999999
574328,85232D,set/3 decoupage stacking tins,6,2011-11-04 09:05:00,4.95,13081.0,United Kingdom,29.700000000000003
581098,23453,oval  mini portrait frame,8,2011-12-07 11:42:00,1.95,14911.0,EIRE,15.6
547209,21985,pack of 12 hearts design tissues,48,2011-03-21 14:44:00,0.29,13081.0,United Kingdom,13.919999999999998
566717,84997D,childrens cutlery polkadot pink,3,2011-09-14 12:14:00,4.15,17841.0,United Kingdom,12.450000000000001
555347,22663,jumbo bag dolly girl design,10,2011-06-02 12:04:00,2.08,14389.0,United Kingdom,20.8
569836,22569,feltcraft cushion butterfly,24,2011-10-06 13:06:00,3.39,12910.0,United Kingdom,81.36
558093,84946,antique silver t-light glass,6,2011-06-26 13:00:00,1.25,17969.0,United Kingdom,7.5
553009,20973,12 pencil small tube woodland,6,2011-05-12 16:52:00,0.65,13601.0,United Kingdom,3.9000000000000004
562608,23170,regency tea plate roses,12,2011-08-08 11:45:00,1.65,15502.0,United Kingdom,19.799999999999997
570126,22465,hanging metal star lantern,2,2011-10-07 13:16:00,1.65,16910.0,United Kingdom,3.3
575475,23208,lunch bag vintage leaf design,10,2011-11-09 16:03:00,1.65,17702.0,United Kingdom,16.5
554368,23173,regency teapot roses,2,2011-05-24 10:33:00,9.95,13267.0,United Kingdom,19.9
568709,22992,revolver wooden ruler,1,2011-09-28 15:42:00,1.95,15036.0,United Kingdom,1.95
545339,22907,pack of 20 napkins pantry design,12,2011-03-02 08:26:00,0.85,14292.0,United Kingdom,10.2
567325,85099C,jumbo  bag baroque black white,100,2011-09-19 14:28:00,1.79,13228.0,United Kingdom,179.0
541590,85231G,orange scented set/9 t-lights,24,2011-01-19 14:50:00,0.85,13310.0,United Kingdom,20.4
554146,22776,sweetheart cakestand 3 tier,1,2011-05-23 10:45:00,9.95,13479.0,United Kingdom,9.95
544190,85129C,beaded crystal heart blue small,12,2011-02-16 16:56:00,1.25,13089.0,United Kingdom,15.0
539043,22419,lipstick pen red,24,2010-12-15 15:45:00,0.42,12928.0,United Kingdom,10.08
557884,22207,frying pan union flag,1,2011-06-23 13:35:00,4.25,17759.0,United Kingdom,4.25
542268,22502,picnic basket wicker small,4,2011-01-27 08:30:00,5.95,15358.0,United Kingdom,23.8
544826,71477,colour glass. star t-light holder,1,2011-02-24 09:36:00,3.25,14513.0,United Kingdom,3.25
566760,22969,homemade jam scented candles,24,2011-09-14 16:36:00,1.45,15272.0,United Kingdom,34.8
550512,22831,white brocante soap dish,2,2011-04-18 16:31:00,2.95,18069.0,United Kingdom,5.9
551954,22178,victorian glass hanging t-light,36,2011-05-05 12:13:00,1.25,14515.0,United Kingdom,45.0
575607,51014C,"feather pen,coal black",2,2011-11-10 12:37:00,0.83,14096.0,United Kingdom,1.66
541847,22284,hen house decoration,12,2011-01-23 13:25:00,1.65,15443.0,United Kingdom,19.799999999999997
571844,23201,jumbo bag alphabet,20,2011-10-19 12:30:00,2.08,17101.0,United Kingdom,41.6
574701,22792,fluted antique candle holder,2,2011-11-06 13:54:00,0.85,15426.0,United Kingdom,1.7
554666,22386,jumbo bag pink polkadot,20,2011-05-25 14:54:00,2.08,13599.0,United Kingdom,41.6
543639,21844,red retrospot mug,4,2011-02-10 16:52:00,2.95,16725.0,United Kingdom,11.8
572929,23032,drawer knob crackle glaze ivory,1,2011-10-27 09:36:00,1.65,16626.0,United Kingdom,1.65
544998,21110,large cake towel pink spots,2,2011-02-25 11:56:00,6.75,14470.0,United Kingdom,13.5
569139,23503,playing cards keep calm & carry on,12,2011-09-30 14:55:00,1.25,16404.0,United Kingdom,15.0
539185,18007,essential balm 3.5g tin in envelope,20,2010-12-16 11:53:00,0.18,16470.0,United Kingdom,3.5999999999999996
547896,22727,alarm clock bakelike red,1,2011-03-28 11:34:00,3.75,17841.0,United Kingdom,3.75
546914,22993,set of 4 pantry jelly moulds,12,2011-03-18 08:12:00,1.25,13072.0,United Kingdom,15.0
553574,21080,set/20 red retrospot paper napkins,96,2011-05-18 09:59:00,0.72,16422.0,United Kingdom,69.12
569720,23391,i love london mini rucksack,1,2011-10-06 09:11:00,4.15,14646.0,Netherlands,4.15
538706,22154,angel decoration 3 buttons,144,2010-12-14 10:34:00,0.42,14667.0,United Kingdom,60.48
549720,21204,daisies  honeycomb garland,2,2011-04-11 15:25:00,1.65,14606.0,United Kingdom,3.3
545709,22963,jam jar with green lid,12,2011-03-07 09:49:00,0.85,12708.0,Germany,10.2
554999,20685,doormat red retrospot,1,2011-05-29 15:44:00,7.95,15547.0,United Kingdom,7.95
575972,23035,drawer knob ceramic ivory,1,2011-11-13 13:01:00,1.45,14499.0,United Kingdom,1.45
562031,22411,jumbo shopper vintage red paisley,5,2011-08-01 17:37:00,2.08,16984.0,United Kingdom,10.4
550532,21644,assorted tutti frutti heart box,1,2011-04-19 11:02:00,1.25,14606.0,United Kingdom,1.25
562914,85124B,blue juicy fruit photo frame,6,2011-08-10 13:25:00,2.55,16558.0,United Kingdom,15.299999999999999
580958,22597,musical zinc heart decoration,2,2011-12-06 14:30:00,0.29,17266.0,United Kingdom,0.58
537207,22313,office mug warmer pink,1,2010-12-05 15:06:00,2.95,17402.0,United Kingdom,2.95
549964,85123A,white hanging heart t-light holder,6,2011-04-13 14:12:00,2.95,13122.0,United Kingdom,17.700000000000003
567858,22386,jumbo bag pink polkadot,3,2011-09-22 13:50:00,2.08,16813.0,United Kingdom,6.24
573393,22339,christmas tree painted zinc,96,2011-10-30 15:08:00,0.19,14158.0,United Kingdom,18.240000000000002
537422,84406B,cream cupid hearts coat hanger,2,2010-12-06 15:27:00,3.25,17812.0,United Kingdom,6.5
554651,22553,plasters in tin skulls,12,2011-05-25 12:55:00,1.65,12779.0,Poland,19.799999999999997
580157,23332,ivory wicker heart large,2,2011-12-02 10:35:00,1.65,14083.0,United Kingdom,3.3
579332,82582,area patrolled metal sign,24,2011-11-29 11:41:00,2.1,14408.0,United Kingdom,50.400000000000006
569488,20726,lunch bag woodland,6,2011-10-04 13:10:00,1.65,16440.0,United Kingdom,9.899999999999999
567966,23322,large white heart of wicker,6,2011-09-23 09:26:00,2.95,16782.0,United Kingdom,17.700000000000003
572726,21174,pottering in the shed metal sign,1,2011-10-25 15:19:00,2.08,16056.0,United Kingdom,2.08
563361,21232,strawberry ceramic trinket box,12,2011-08-15 15:17:00,1.25,15315.0,United Kingdom,15.0
571035,22605,wooden croquet garden set,2,2011-10-13 12:50:00,14.95,12446.0,RSA,29.9
549831,22423,regency cakestand 3 tier,2,2011-04-12 13:10:00,12.75,14844.0,United Kingdom,25.5
549718,71459,hanging jam jar t-light holder,12,2011-04-11 15:03:00,0.85,13846.0,United Kingdom,10.2
567818,22614,pack of 12 spaceboy tissues,12,2011-09-22 12:41:00,0.39,14395.0,United Kingdom,4.68
551534,23144,zinc t-light holder stars small,12,2011-05-01 14:59:00,0.83,14655.0,United Kingdom,9.959999999999999
